"pana e palisa lon lupa","to penetrate "
"pana e palisa uta lon","to lick "
"pana e pilin pona tawa","to send positivity to, make feel good "
"pana e sona","to teach (give knowledge) "
"pana e telo jelo","to pee, to urinate "
"pana e telo oko","to cry, weep "
"pana e telo (walo) mije","to ejaculate "
"pana e uta lon lupa (meli)","to perform cunnilingus "
"pana e uta lon palisa","to fellate "
"pana (e )","verb transitive: to give, to put, to send, to place, to release, to emit, to cause "
"Panama","Panama "
"pana","noun: giving, transfer, exchange "
"pana wawa","BDSM "
"pan (e )","verb transitive: to sow "
"Panla","Bangladesh, Bengali "
"pan ni li ' moku ike.","This pasta is unappetizing. "
"pan","noun: cereal, grain; barley, corn, oat, rice, wheat; bread, pasta "
"Papeto","Barbados "
"Papuwanijukini","Papua New Guinea "
"","Pardon? "
"Pasila","Brasil "
"Pawama","Bahamas "
"Pelalusi","Belarus, Belarussian "
"Pelu","Peru "
"Pemuta","Bermuda "
"Penesuwela","Venezuela "
"Penin","Benin "
"Pesije","Belgium "
"pilin","adjective: sensitive, feeling, empathic "
"pilin","adverb: perceptively "
"pilin ala","indifferent, unfeeling "
"pilin e ike jan","to pity somebody, feel bad for somebody "
"pilin e moli jan","to mourn somebody "
"pilin (e )","verb transitive: to feel, to think, to touch, to fumble, to fiddle "
"pilin e weka jan","to miss somebody "
"pilin","feelings "
"pilin","feelings, emotions, to feel, heart "
"pilin","heart "
"pilin ike tan","be afraid of, sad because of, regret, be offended by "
"pilin ike tawa","to have negative feelings for, be upset at, angry at, hate, resent "
"pilin ike","to feel bad, sad, depressed, unhappy, bitter, discontented, grumpy "
"pilin ike wawa","to have intense negative feelings, be pissed off, furious "
"pilin nasa","drunk, high "
"pilin nasa","to feel silly, strange, weird, crazy, drunk, high "
"pilin","noun: feelings, emotion, feel, think, sense, touch, "
"pilin pona li pana e sijelo pona.","Positive feelings grant good health. Mind over matter. "
"pilin pona mute","to feel great, amazing, awesome "
"pilin pona tan","to feel good because of, to enjoy "
"pilin pona","to feel good, happy, content, enjoy oneself, comfortable "
"pilin","to feel, touch "
"pilin","verb intransitive: to feel, to sense "
"pilin wawa","to feel strong, energetic, excited, confident, proud "
"pilin wawa (unpa)","orgasm "
"Pilipina","Philipines, Tagalog "
"Pilisin","Palestine "
"pimeja","adjective: black, dark "
"pimeja","black, dark "
"pimeja (e )","verb transitive: to darken "
"pimeja laso","blueish black "
"pimeja","noun: darkness, shadows "
"pini","adjective: completed, finished, past, done "
"pini","adverb: ago, past, perfectly "
"pini","auxiliary verb: to stop, to finish, to end, to interrupt "
"pini (e )","verb transitive: to end, to stop, to turn off, to finish, to close "
"pini li ' pona la ale li ' pona.","Is the end good -- everything is good. "
"pini","noun: end, tip "
"pini palisa","glans, head of the penis "
"pini pi nena mama","nipples "
"pipi li ' ike, tawa mi.","I hate spiders. "
"pipi li lon ala lon poka mi?","Is a bug beside me? "
"pipi li lon anpa mi.","The bug is underneath me. "
"pipi li moku ala moku e kili?","Are the bugs eating the fruit? "
"pipi li moku e kasi.","Bugs eat plants. "
"pipi li moku e mi.","The mosquito bit me. "
"pipi li mu e kalama.","The cicadas are chirping noises. "
"pipi li mu, tawa ona.","The beetles communicate with each other. "
"pipi","noun: bug, insect, spider "
"pipi pi ma mama mi li ' lili.","The insects of my homeland are small. "
"pipi seme li pakala e sina?","Which bug hurt you? "
"pi","separator: 'pi' is used to build complex compound nouns. 'pi' separates a (pro)noun from another (pro)noun that has at least one adjective. After 'pi' could only be a noun or pronoun. "
"Pisi","Fiji "
"Piten","Britain, UK "
"poka","adjective: neighbouring "
"poka","hip "
"poka mi li ' pakala.","My hip hurts. "
"poka","noun: side, hip, next to "
"poka pi luka sitelen ala","left side, left "
"poka pi luka sitelen","right side, right "
"Pokasi","Bulgaria, Bulgarian "
"poka sina la mi tawa.","If at your side, I walk. / I'll walk beside you. "
"poka telo","water side, the beach "
"poki (e )","verb transitive: to box up, to put in, to can, to bottle "
"poki","glass, cup, bottle, bowl, container "
"poki kon","lungs "
"poki lete","refrigerator "
"poki ni li lon jaki.","That bottle is in the dirt. "
"poki","noun: container, box, bowl, cup, glass "
"poki seli","oven, microwave "
"poki telo","sink, bathtub "
"pona","adjective: good, simple, positive, nice, correct, right "
"pona","adverb: good, simple, positive, nice, correct, right "
"pona e pilin jan","cheer up, make somebody happy "
"pona (e )","verb transitive: to improve, to fix, to repair, to make good "
"pona!","interjection: great! good! thanks! OK! cool! yay! "
"pona la","noun: if good, if simplicity, if positivity "
"pona la sina jo e mani.","Fortunately, you have money. "
"pona la sina jo e mani.","Luckily, you have money. "
"pona li kama ala kama?","Is the good coming? "
"pona li kama.","The good will come. "
"pona lukin","beautiful, pretty, handsome "
"pona lukin","pretty, attractive "
"pona moku","delicious, tasty "
"pona","noun: good, simplicity, positivity "
"pona unpa","sexy, good in bed "
"pona!","Yay! Good! Hoorah! "
"Posan","Bosnia and Herzegovina, Bosnian "
"Posuka","Poland, Polish "
"Potuke","Portugal, Portugese "
"pu","adjective: buying and interacting with the official Toki Pona book "
"pu","auxiliary verb: to buying and interacting with the official Toki Pona book "
"pu (e )","verb transitive: to apply (the official Toki Pona book) to "
"pu","noun: buying and interacting with the official Toki Pona book "
"pu","verb intransitive: to buy and to read (the official Toki Pona book) "
"sama","adjective: same, similar, equal, of equal status or position "
"sama","adverb: just as, equally, exactly the same, just the same, similarly "
"sama (e )","verb transitive: to equate, to make equal, to make similar to "
"sama la","noun: in case of equality, if parity, on identity "
"sama la sina en mi li utala ala.","In case of equality we don't fight. "
"sama la sina en mi li utala ala.","We don't fight on parity. "
"sama li ' ike.","Equality is bad. "
"Samalino","San Marino "
"sama","noun: equality, parity, equity, identity, par, sameness "
"sama ona la sina ken ante e ni.","If it's the same, you can swap it. "
"sama pi ni en ona la mi wile jo e ni tu.","If this and that is the same, I want both."
"sama","preposition: like, as, seem "
"Sameka","Jamaica, Jamaican Patoi "
"Samowa","Samoa "
"Sasali","Algeria "
"Sawa","Java, Javanese "
"Sawasi","Swaziland "
"Seki","Czech (Republic) "
"seli","adjective: hot, warm, cooked "
"seli","adverb: hot, warm, cooked "
"seli (e )","verb transitive: to heat, to warm up, to cook "
"seli lili li lon.","It's warm. "
"seli li lon.","It's hot. "
"seli li lon","it's warm or hot "
"seli li lon la mi pana e telo, tan selo mi.","When it's hot, I sweat. "
"seli mute li lon.","It's very hot. "
"seli","noun: fire, warmth, heat "
"seli suno li seli e tomo mi.","The sun's warmth heats my home. "
"selo (e )","verb transitive: to shelter, to protect, to guard "
"selo lon pini palisa","foreskin "
"selo mi li wile e ni: mi pilin e ona.","My skin wants this: I touch it. "
"selo","noun: skin, outer form, bark, peel, shell, skin, boundary, shape "
"selo","skin "
"seme la sina pali e ni?","Under what conditions will you do this? "
"seme la telo kama, tan sewi?","Under what conditions does it rain? "
"seme li lon poka mi?","Who/What is beside me? "
"seme li lon tomo mi?","Who/What is in my house? "
"seme li moku e kili mi?","Who/What is eating my fruit? "
"seme li ' pona, tawa sina?","Who/What do you like? "
"seme li utala e sina?","Who/What attacked you? "
"seme?","Pardon? "
"seme","question pronoun: what, which, wh- (question word) "
"Seneka","Senegal "
":","separator: A colon is between an hint sentences and a sentences. Before and after the colon has to be complete sentences. Don't use a colon before or after "
",","separator: A comma is used after an 'o' to addressing people. Optional you can put a comma before a preposition. Don't use a comma before or after "
".","separator: A declarative sentence ends with a full stop. Don't use a full stop before or after the other separators 'e', 'la', 'li', 'pi', '.', '!', '?', ':'. "
"!","separator: An imperative or an interjection sentence (exclamatory) ends with an exclamation mark. Don't use an exclamation mark before or after the other separators 'e', 'la', 'li', 'pi', '.', '!', '?', ':'. "
"?","separator: An question (interrogative sentence) always ends with a question mark. Don't use a question mark before or after the other separators 'e', 'la', 'li', 'o', 'pi', '.', '!', '?', ':'. "
""","separator: Quotation marks are used for words with original spelling or for quotes. "
"Setapika","South Africa "
"sewi","adjective: superior, elevated, religious, formal "
"sewi","adverb: superior, elevated, religious, formal "
"sewi (e )","verb transitive: to lift "
"sewi li ' laso.","The sky is blue. "
"sewi monsi","upper back, shoulders "
"sewi","noun: high, up, above, top, over, on "
"sewi pi sinpin lawa","forehead "
"sewi","verb intransitive: to get up "
"","She increases the property very badly. "
"","She's good. "
"","She was barely dressed. "
"sijelo","adjective: physical, bodily, corporal, corporeal, material, carnal "
"sijelo","adverb: physically, bodily "
"sijelo","body "
"sijelo (e )","verb transitive: to heal, to heal up, to cure "
"sijelo","Health "
"sijelo","noun: body (of person or animal), physical state, torso "
"sike","adjective: round, cyclical, of one year "
"sike","adverb: rotated "
"sike (e )","verb transitive: to orbit, to circle, to revolve, to circle around, to rotate "
"sike mama waso","egg "
"sike mije","man's testicles "
"sike mije (tu)","testicles, balls "
"sike","noun: circle, ball, cycle, sphere, wheel; round or circular thing "
"sike tu","bicycle "
"Sile","Chile "
"sin","adjective: new, fresh, another, more "
" sin","adverb: regenerative "
"sina jo e kili anu telo nasa?","Do you have the fruit, or is it the wine that you have? "
"sina kama anu seme?","Are you coming or what? "
"sina kama e ni: mi wile moku.","You caused this: I want to eat. You made me hungry. "
"sina kama jo e jan pona, lon ni.","You will get friends there. "
"sina kama, tan ma seme?","Which country do you come from? "
"sina kama, tan seme?","Why did you come? "
"sina ken ala ken kama?","Can you come? "
"sina ken ala ken lape?","Can you sleep? "
"sina kepeken ala kepeken ilo?","Are you using the tool? "
"sina kepeken ala kepeken ni?","Are you using that? "
"sina kepeken seme?","What are you using? "
"","sina len nasa jaki e sina. "
"sina len nasa jaki e sina.","You dress disgustingly silly. "
"sina lon ala lon ma tomo Wankuwa?","Do you live in Vancouver? "
"sina lon ma tomo seme?","What city do you live in? "
"sina lon seme?","Where are you? "
"sina lukin ala lukin e kiwen?","Do you see the rock? "
"sina lukin ala lukin e sitelen tawa X-Files?","Do you watch The X-Files? "
"sina lukin e jan seme?","Whom did you see? "
"sina lukin e pipi.","You're watching a bug. "
"sina lukin e seme?","What are you watching? "
"sina lukin sewi e suno.","You look up at the sun. "
"","sina lukin unpa mute e mi. "
"sina lukin unpa mute e mi.","You're looking at me very sexy. "
"sina moku e telo nasa la sina nasa.","If you drink beer, you'll be silly. "
"sina ' moli la sina ken ala toki.","If you are dead, you can't speak. "
"sina o telo e sina!","Wash yourself! "
"sina pakala e ilo, kepeken nasin seme?","How did you break the tool? "
"sina pakala e seme?","What did you hurt? "
"sina pali e ni, kepeken nasin seme?","How did you make this? "
"sina pali e ni, kepeken seme?","What did you use to work on this? "
"sina pana ala pana e moku tawa jan lili?","Did you give food to the child? "
"sina pana e ike la sina kama jo e ike.","If you give evil, you will receive evil. "
"sina","personal pronoun: you "
"sina pilin e seme?","What are you thinking? "
"sina pilin seme?","how are you? how are you feeling? "
"sina pilin seme?","How do you feel? "
"sina ' pona ala ' pona?","Are you OK? "
"sina pona ala pona?","Are you OK? "
"sina pona ala pona e ilo?","Are you fixing the tool? "
"sina pona ala pona e sina? sina pona e sina anu seme?","Have you improved? "
"sina ' pona anu seme?","Are you OK (or what)? "
"sina pona pilin la ...","If You are Happy ... "
"sina ' pona.","You are good. "
"sina pona.","You fix. "
"sina","possessive pronoun: yours "
"sina sewi ala sewi?","Are you getting up? "
"sina sona ala sona e toki mi?","Do you understand what I'm saying? "
"sina sona e toki ni la sina sona e toki pona!","Figure this one out for yourself. :o) "
"sina ' suli a!","You are so tall! "
"sina ' suli.","You're tall. "
"sina suno mi.","You are My Sunshine. "
"sina tawa ala tawa, tan mi?","Are you leaving me? "
"sina tawa, lon poka pi jan seme?","Whom did you go with? "
"sina tawa ma tomo, tan seme?","Why did you go to the city? "
"sina tawa, tan mi.","You're leaving me. "
"sina telo e sina.","You wash yourself. "
"sina toki e ni, tawa mi: sina moku.","You told me that you are eating. "
"sina toki mu e ni.","You say that beastly. "
"sina toki, tawa jan seme?","Whom are you talking to? "
"sina toki, tawa mi anu ona?","Are you talking to me, or are you talking to him? "
"sina wile ala wile moku?","Do you want to eat? "
"sina wile ala wile pali? wile ala.","Do you want to work? No. "
"sina wile e mani anu seme?","Do you want the money or what? "
"sina wile e moku anu telo?","Do you want food, or do you want water? "
"sina wile jo e ilo moli la sina wile moli e jan.","If you want a gun, you want to kill people. "
"sina wile kama anu seme?","Do you want to come or what? "
"sina wile kama, tawa tomo toki.","You should come to the chat room. "
"sina wile kepeken ilo.","You have to use tools. "
"sina wile moku anu seme?","Do you want to eat or what? "
"sina wile pali e seme?","What do you want to do? "
"sina wile tawa, tawa ma seme?","What place do you want to go to? "
"sina wile tawa, tawa telo suli.","You want to go to the ocean. "
"sina wile toki e tan, tawa mi.","You have to tell me why. "
"sina wile toki, tawa mije anu meli?","Do you want to talk a male, or a female? "
"sin en ante li sin e lawa li pana e sona.","Novelty and change freshen the mind and bring insight. "
"sin (e )","verb transitive: to renew, to renovate, to freshen "
"Sinita","Trinidad and Tobago "
"sin","noun: news, novelty, innovation, newness, new release "
"sinpin","adjective: facial, frontal, anterior, vertical "
"sinpin","chest, abdomen, face "
"sinpin (lawa)","face "
"sinpin mi la tomo li lon.","In front of me is the house. "
"sinpin","noun: face, foremost, front, wall, chest, torso "
"Sipusi","Djibouti "
"sitelen","adjective: figurative, pictorial, metaphorical, metaphorisch "
"sitelen","adverb: pictorially "
"sitelen e toki","to write "
"sitelen (e )","verb transitive: to draw, to write "
"sitelen lape","dreams "
"sitelen ma","map "
"sitelen","noun: picture, image, representation, symbol, mark, writing "
"sitelen tawa 'Bowling for Columbine' li pona kin.","The movie 'Bowling for Columbine' is also good. "
"sitelen tawa 'Fahrenheit 9/11' li pona, tawa mi.","I like the movie 'Fahrenheit 9/11'. "
"sitelen tawa","movie, TV show "
"sitelen toki","writing "
"sitelen unpa","visual erotica, porn "
"sona","adjective: knowing, cognizant, shrewd "
"sona","auxiliary verb: to know how to "
"sona e toki","to know, speak, understand a language "
"sona (e )","verb transitive: to know, to understand, to know how to "
"sona mute","smart, intelligent, wise "
"sona","noun: knowledge, wisdom, intelligence, understanding "
"sona pona e toki","to master a language "
"sona","verb intransitive: to know, to understand "
"sona","Wisdom "
"Sonko","China, Chinese "
"Sopisi","Serbia, Serbian "
"soweli","adjective: animal "
"soweli li kama ala kama moli?","Is the dog dying? "
"soweli li kama moli.","The dog dies. "
"soweli lili li ' ike, tawa mi.","I'm allergic to cats. "
"soweli li toki e mu.","Cows say moo. "
"soweli","meat from a mammal, e.g. beef, pork "
"soweli mi li kama moli.","My dog is dying. "
"soweli ni li ' pona moku.","This cow is good to eat. "
"soweli","noun: animal, especially land mammal, lovable animal, beast "
"soweli pi poki sinpin","kangaroo "
"soweli waso","bat "
"Sukosi","Scotland, Scots "
"suli","adjective: big, tall, long, adult, important "
"suli","adverb: big, tall, long, adult, important "
"suli","big, tall, fat "
"suli (e )","verb transitive: to enlarge, to lengthen "
"Sulija","Syria "
"suli","noun: size "
"Sumi","Finland, Finnish "
"suno","adjective: sunny, sunnily "
"suno","adverb: sunny, sunnily "
"suno (e )","verb transitive: to light, to illumine "
"suno li ' jelo.","The sun is yellow. "
"suno li lon","it's sunny "
"suno li lon poka pimeja.","Light is beside darkness. Opposites are interconnected. Yin and yang. "
"suno li lon sewi mi.","The sun is above me. "
"suno li lon sewi.","The sun is in the sky. "
"suno li ' suli ala ' suli?","Is the sun big? "
"suno li ' suli.","The sun is big. "
"suno li suno seli e ma.","The sun shines warmly on the land. "
"suno li suno.","The sun is shining. "
"suno","noun: sun, light "
"suno pona!","Good sun! Good day! "
" supa","adjective: flat, shallow, flat-bottomed, horizontal "
"supa lape","bed "
"supa lawa","pillow "
"supa moku","dinner table "
"supa monsi","chair, couch "
"supa","noun: horizontal surface, e.g furniture, table, chair, pillow, floor "
"supa pali","work desk "
"supa","table, chair, sofa, ... "
"Sutan","Sudan "
"Suwasi","Switzerland, Swiss "
"suwi","adjective: sweet, cute "
"suwi (e )","verb transitive: to sweeten "
"suwi lukin","cute "
"suwi","noun: candy, sweet food "
"suwi","sweet "
"tan","adjective: causal, "
"tan ni la mi sona e nasin.","If this is the cause, we know the solution. "
"tan","noun: origin, cause "
"tan","preposition: from, by, because of, since "
"Tansi","Denmark, Danish "
"tan","verb intransitive: to come from, originate from, come out of "
"taso","adjective: only, sole "
"taso","adverb: only, just, merely, simply, solely, singly "
"taso","conjunction: but, however "
"taso ni la mi pilin pona.","But when that happens, I feel good. "
"taso ni la mi pilin pona.","But when this happens, I feel good. "
"taso tenpo pimeja pini la mi kama nasa.","But, Last night, I became drunk. "
"tawa","adjective: moving, mobile "
"tawa","adverb: moving, mobile "
"tawa (e )","verb transitive: to move, to displace "
"tawa mi la li ' pona, tawa mi.","It's good for me when I'm on the move. "
"tawa mi la mi pilin pona.","Am I in motion, I feel good. "
"tawa musi","dance (move entertainingly) "
"tawa","noun: movement, transportation "
"tawa pona!","Good bye (spoken by the person who's staying) "
"tawa pona!","(in reply) Go well! Good bye! "
"tawa","preposition: to, in order to, towards, for, until "
"tawa","verb intransitive: to walk, to travel, to move, to leave, to visit "
"Tawi","Thailand, Thai "
"telo","adjective: wett, slobbery, moist, damp, humid, sticky, sweaty, dewy, drizzly "
"telo","adverb: wett, slobbery, moist, damp, humid, sticky, sweaty, dewy, drizzly "
"telo e mi","to shower "
"telo (e )","verb transitive: to water, to wash with water, to put water to, to melt, to liquify "
"telo jaki lon nena sinpin","snot "
"telo jelo","urine, pee "
"telo jelo","urine (yellow fluid) "
"telo kili","juice "
"telo kili ni li ' suwi.","This fruit drink is sweet. "
"telo kiwen","ice "
"telo kiwen lili li kama","it's hailing "
"telo li kama","it's raining "
"telo lili li lon kon","it's humid "
"telo li pona.","Water is cleaning. "
"telo li ' pona.","Water is good. "
"telo li ' pona.","Water is simple. "
"telo li ' suli.","The lake is big. "
"telo loje","blood "
"telo (loje) mun","menses "
"telo mama soweli","cow milk "
"telo nasa","alcohol, beer, wine "
"telo nasa","alcohol, e.g. beer, wine, whisky "
"telo nasa","intoxicating liquid, e.g. alcohol "
"telo nasa pi wawa ala","weak beer, US American beer "
"telo nasa wawa","vodka, whisky, "
"telo ni li ' lete, tawa mi.","This lake is cold. "
"telo","noun: water, liquid, juice, sauce "
"telo ona","his/her/its water "
"telo pi lape ala","coffee "
"telo seli","hot beverage, e.g. coffee "
"telo seli jelo","green tea "
"telo seli pimeja pi lape ala","coffee "
"telo seli wawa","coffee "
"telo sijelo loje","blood (red bodily fluid) "
"telo suli li ' ike, tawa mi.","I don't like the ocean. "
"telo suli li ' laso.","The big water [ocean] is blue. "
"telo suli li lon monsi mi.","The sea is behind me. "
"telo (walo) mije","sperm, come "
"telo walo mije","The fluid that a man releases during unpa. "
"telo","water, beverage, liquid, sauce "
"telo wawa","energy drink "
"tenpo","adjective: temporal, chronological, chronologic "
"tenpo","adverb: chronologically "
"tenpo ala","never "
"tenpo ali","always, all the time "
"tenpo ali la o kama sona!","Always learn! "
"tenpo kama la mi lape.","In the future, I'll sleep. "
"tenpo kama la ona li wile lon kin.","They also want to be able to live in the future. "
"tenpo kama lili","soon (little coming time) "
"tenpo kama","the future (coming time) "
"tenpo la mi pali e ni.","If there's time, I'll do it. "
"tenpo lete","winter "
"tenpo lili","in a while "
"tenpo lili","soon, moment, briefly "
"tenpo li sijelo e sijelo ike ale.","The time heals every wounds. "
"tenpo li tawa la sona li kama.","Time comes -- advice comes. "
"tenpo moku","mealtime "
"tenpo mute","often (many times) "
"tenpo ni en tenpo kama la ona li moku.","Now and later he eats. "
"tenpo ni la mi lon.","At this time, I am here. "
"tenpo ni la mi lon.","Now I exist. "
"tenpo ni la mi moku e telo.","If it's now, I'll drink. / I drink now. "
"tenpo ni la ona li lon tomo ni.","At this time he's in the house . "
"tenpo ni la tenpo kama la ona li moku.","Now and later he eats. "
"tenpo ni la tomo ni la ona li lon.","At this time and in this house he is. "
"tenpo ni","now, the present "
"tenpo","noun: time, period of time, moment, duration, situation, occasion "
"tenpo pi kasi loje (jelo)","autumn, fall "
"tenpo pimeja kama","forthcoming night "
"tenpo pimeja mute","many nights "
"tenpo pimeja","night "
"tenpo pimeja ni la mun li ' suli anu seme?","Is the moon big tonight? "
"tenpo pimeja ni la mun li ' suli.","The moon is big tonight. "
"tenpo pimeja ni","tonight "
"tenpo pimeja pini la mi lukin e sitelen tawa X-Files.","Last night I watched X-Files. "
"tenpo pimeja pini","last night "
"tenpo pimeja sin","in the evening "
"tenpo pi mute seme la sina sike e suno?","How old are you? "
"tenpo pini la mi ' weka.","In the past, I was away. "
"tenpo pini lili","just recently "
"tenpo pini","the past (past time) "
"tenpo seli lili","springtime "
"tenpo seli","summer "
"tenpo sike mun","month "
"tenpo sike mun nanpa luka luka","October "
"tenpo sike mun nanpa luka luka tu","December "
"tenpo sike mun nanpa luka luka wan","November "
"tenpo sike mun nanpa luka","May "
"tenpo sike mun nanpa luka tu","July "
"tenpo sike mun nanpa luka tu tu","September "
"tenpo sike mun nanpa luka tu wan","August "
"tenpo sike mun nanpa luka wan","June "
"tenpo sike mun nanpa tu","February "
"tenpo sike mun nanpa tu tu","April "
"tenpo sike mun nanpa tu wan","March "
"tenpo sike mun nanpa wan","January "
"tenpo sike","year "
"tenpo sin","again, afresh "
"tenpo suli","long time "
"tenpo suno","day "
"tenpo suno kama la mi wile pali.","I have to work tomorrow. "
"tenpo suno kama","tomorrow "
"tenpo suno luka tu pi pali en pali ala","week "
"tenpo suno mute","many days "
"tenpo suno ni la jan lili pi kama sona li tawa ala, tawa tomo pi kama sona.","Today the pupils don't go to school. "
"tenpo suno ni la mun li pimeja ala pimeja e suno?","Is there an eclipse today? "
"tenpo suno ni li tenpo suno pali nanpa luka.","Today is Friday. "
"tenpo suno ni","today "
"tenpo suno pali ala nanpa tu","Sunday "
"tenpo suno pali ala nanpa wan","Saturday "
"tenpo suno pali nanpa luka","Friday "
"tenpo suno pali nanpa tu","Tuesday "
"tenpo suno pali nanpa tu tu","Thursday "
"tenpo suno pali nanpa tu wan","Wednesday "
"tenpo suno pali nanpa wan","Monday "
"tenpo suno pini","yesterday "
"tenpo suno sin ale la mi moku e telo seli pimeja","Every morning I drink coffee. "
"tenpo suno sin","morning "
"tenpo telo ala","dry period "
"tenpo telo","rainy season "
"tenpo tu tu la mi sike e suno.","Four times (la) I circled the sun. "
"","The sun shines warmly on the land. "
"","This is mine. "
"","This lake is cold. "
"toki","adjective: speaking, eloquent, linguistic, verbal, grammatical "
"toki","adverb: speaking, eloquent, linguistic, verbal, grammatical "
"toki Alapi","Arabic "
"toki Apikan","Afrikaans "
"toki Awasa","Hausa "
"toki Epelanto","Esperanto "
"toki Epelanto li ' pona.","Esperanto ist einfach. "
"toki (e )","verb transitive: to speak, to talk, to say, to pronounce, to discourse "
"toki Ewantalu","Ewantal "
"toki!","Hello!, Hi! "
"toki ike lon","to say bad things about, complain about "
"toki ike tawa","to say bad things to, insult, speak rudely to "
"toki ike","to say negative things "
"toki Inli","English "
"toki Inli li ' pona.","The English language is good. "
"toki Inli pona","Basic English "
"toki Insi","Hindi "
"toki Intelinka","Interlingua "
"toki!","interjection: hello, hi, good morning, "
"toki Inu","Inupiaq, Inuktitut, Eskimo "
"toki Ipo","Igbo "
"toki Ito","Ido "
"toki Iwisi","Hebrew "
"toki Jolupa","Yoruba "
"toki Kalike","Scots Gaelic "
"toki Kanse","French language "
"toki Kantun","Cantonese "
"toki kepeken toki ...","to speak in a language "
"toki Kisawili","Swahili "
"toki Kuwenja","Quenya, Elvish "
"toki","language "
"toki","Language "
"toki li ' pona.","communication is good. "
"toki li ' pona, tawa mi.","I like talking. / I like languages. "
"toki Lolan","Loglan "
"toki Loma","Latin "
"toki Losupan","Lojban "
"toki Lunasimi","Quechua "
"toki Malasi","Marathi "
"toki mi li ' Tosi.","My mother tongue is German. "
"toki nanpa wan","primary language "
"toki Nosiki sin","Norwegian Nynorsk "
"toki","noun: language, speech, tongue, lingo, jargon, "
"toki Olapu","Volapük "
"toki Pansapi","Punjabi "
"toki Pasiki","Fyksian "
"toki Pasuto","Pashto "
"toki Pitaha","Pirahã "
"toki pona e toki","to speak a language well "
"toki pona li ' pona, tawa mi.","I like Toki Pona. "
"toki pona li toki pona.","Toki Pona is a good language. "
"toki pona lon","to say good things about, praise "
"toki pona tawa","to say nice things to, compliment "
"toki pona","Toki Pona "
"toki pona","to say nice things "
"toki Sami","Laplander "
"toki Sankitu","Sanskrit "
"toki Sinan","Klingon "
"toki sitelen li ' pona, tawa jan ali.","Written language (writing) is good for all people. "
"toki sitelen","written language "
"toki sona","proverbs "
"toki Tamasiko","Berber, Tamazight "
"toki Tami","Tamil "
"toki tan toki pi jan Pokakijo","Giovanni Boccaccio's Dekameron "
"toki Teluku","Telugu "
"toki utala pi pimeja soweli","a donkey's shadow "
"toki utala tawa","to argue with, criticize "
"toki Utu","Urdu "
"toki","verb intransitive: to talk, to chat, to communicate "
"Toko","Togo "
"Tominika","Dominican Republic "
"tomo","adjective: urban, domestic, household "
"tomo","adverb: urban, domestic, household "
"tomo","buildings "
"tomo (e )","verb transitive: to build, to construct, to engineer "
"tomo lape","bedroom "
"tomo li lon sinpin mi.","The house is in front of me. "
"tomo mani","bank "
"tomo moku","dining room, kitchen, grocery store, restaurant "
"tomo moku","grocery store, restaurant "
"tomo ni li pakala.","This house is falling apart. "
"tomo","noun: indoor constructed space, e.g. house, home, room, building "
"tomo pali","work(place), office, factory, etc. "
"tomo pi jan Keli en mije ona li suli.","The house of Keli and her boyfriend is big. "
"tomo pi jan Lisa","Lisa's house "
"tomo pi jelo en loje pi meli Susan en mije jan Ken li ' nasa, tawa mi.","Susan and Ken's yellow and blue patterned house looks strange. "
"tomo pi mi mute li ' pakala.","Our house is messed up. "
"tomo pi ona mute","their house "
"tomo pi tawa ala","prison, jailhouse, penitentiary, gaol "
"tomo pi telo en moku pana.","restaurant "
"tomo pona mi","my nice house "
"tomo sona","school, university "
"tomo tawa akesi li tawa, lon ma li tawa, lon telo.","The amphibious vehicle drives on land and in the water. "
"tomo tawa","car (moving construction) "
"tomo tawa kon","airplane, helicopter "
"tomo tawa mun","spaceship, UFO "
"tomo tawa telo","boat, ship "
"tomo telo","bathroom "
"tomo telo","restroom "
"tomo unpa","bedroom, boudoir "
"tomo unpa","brothel, sex house "
"tomo unpa","sex place, e.g. bedroom, boudoir, brothel, etc. "
"Tona","Tonga, Tongan "
"Tosi","Germany, German "
"tu","2 "
"tu","adjective numeral: two, 2 "
"tu (e )","verb transitive: to divide, to double, to separate, to cut in two "
"Tuki","Turkey, Turkish "
"Tunisi","Tunisia "
"tu","noun: duo, pair "
"tu pi ona en sina pi kalama musi li ' pona.","Your music duo is good. "
"tu tu","2 + 2 = 4 "
"Tuwalu","Tuvalu "
"tu wan","2 + 1 = 3 "
"Ukanta","Uganda "
"Ukawina","Ukraine, Ukrainian "
"Ulukawi","Uruguay "
"Uman","Oman "
"'","unofficial: An apostrophe can identify a predicate that does not contain a verb. "
"#","unofficial: Number sign "
"unpa","adjective: erotic, sexual "
"unpa","adverb: erotic, sexual "
"unpa (e )","verb transitive: to have sex with, to sleep with, to fuck "
"unpa li pona","sex is good, I like sex "
"unpa nasa","kinky sex "
"unpa","noun: sex, sexuality "
"unpa sama soweli","doggy style "
"unpa","sex, to have sex, to fuck "
"unpa uta","oral sex "
"unpa","verb intransitive: to have sex "
"uta","adjective: oral "
"uta","adverb: orally "
"uta e","to kiss, to osculate, "
"uta (e )","verb transitive: to kiss, to osculate, to oral stimulate, to suck "
"utala","adjective: fighting "
"utala","adverb: fighting "
"utala (e )","verb transitive: to hit, to strike, to attack, to compete against "
"utala li ' ike.","Conflict is bad. "
"utala li ' ike, tawa mi.","I don't like wars. "
"utala","noun: conflict, disharmony, fight, war, battle, attack, violence "
"uta","mouth "
